time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1656	-6.9091	4.75781	2.36996	-0.524361	radar	1.94247	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3343	-6.63825	4.91436	2.3054	-0.570192	lidar	3.0197	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5019	-6.46033	4.88852	2.2723	-0.589523	radar	3.47342	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5898	-6.34372	4.68363	2.25279	-0.57788	lidar	5.26767	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7306	-6.15754	4.68666	2.22368	-0.575573	radar	0.29958	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9178	-5.94135	4.7944	2.19769	-0.572187	lidar	2.85038	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0498	-5.73429	4.81515	2.1676	-0.56797	radar	1.83635	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.18	-5.57097	4.74683	2.15035	-0.554947	lidar	0.36468	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3346	-5.38428	4.78256	2.14726	-0.504346	radar	1.31105	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4827	-5.15108	4.86218	2.11884	-0.508096	lidar	0.602454	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6132	-4.97748	4.8338	2.1196	-0.453174	radar	6.19015	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7258	-4.81619	4.73665	2.10646	-0.441898	lidar	0.540423	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8465	-4.6094	4.74941	2.08745	-0.433277	radar	0.149841	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9633	-4.35509	4.83935	2.05413	-0.447314	lidar	0.536634	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.071	-4.13269	4.80156	2.00376	-0.52454	radar	11.3339	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1662	-3.8326	4.95549	1.95682	-0.549267	lidar	1.73259	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2398	-3.59056	4.93784	1.90034	-0.62007	radar	3.36164	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2665	-3.32441	4.96091	1.8466	-0.646059	lidar	4.18228	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.317	-3.07655	4.96352	1.8003	-0.676373	radar	0.292084	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.337	-2.85247	4.90396	1.75894	-0.685466	lidar	1.46463	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3959	-2.62995	4.8762	1.74087	-0.654263	radar	1.60832	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4671	-2.50479	4.65266	1.7358	-0.626433	lidar	5.8448	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5233	-2.27253	4.67231	1.72288	-0.585403	radar	1.17577	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5719	-2.08497	4.58738	1.70446	-0.57419	lidar	1.01115	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6033	-1.85231	4.60251	1.68808	-0.539659	radar	2.06842	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6024	-1.59385	4.65626	1.64926	-0.552678	lidar	1.21345	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5988	-1.37091	4.63048	1.60505	-0.590284	radar	1.58909	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6027	-1.14072	4.62791	1.57539	-0.590474	lidar	0.000742868	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6323	-0.92259	4.60548	1.56234	-0.565704	radar	5.13565	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6448	-0.658723	4.68281	1.53951	-0.558659	lidar	0.709775	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6319	-0.416072	4.70902	1.49894	-0.593431	radar	2.28891	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.587	-0.098947	4.88686	1.4586	-0.603519	lidar	2.62627	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5677	0.14392	4.89263	1.42952	-0.608563	radar	2.75324	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5439	0.451184	5.03577	1.40551	-0.599402	lidar	1.36216	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5327	0.693096	5.00681	1.40066	-0.548487	radar	1.84449	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5254	0.980151	5.09253	1.38918	-0.529702	lidar	2.63139	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4873	1.25204	5.12013	1.38635	-0.467796	radar	6.69317	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4318	1.47539	5.06133	1.35931	-0.472506	lidar	0.248771	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3925	1.6892	4.97824	1.34658	-0.447865	radar	8.47477	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.34	1.88339	4.87403	1.32274	-0.450516	lidar	0.574723	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2709	2.11348	4.87224	1.29168	-0.471101	radar	0.32969	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2114	2.29043	4.74822	1.26682	-0.473776	lidar	0.844544	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1486	2.51297	4.72199	1.25589	-0.442091	radar	0.613727	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0705	2.76083	4.77478	1.23546	-0.439583	lidar	0.147263	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9745	2.98292	4.80867	1.18879	-0.503051	radar	3.05859	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8701	3.27941	4.9718	1.16885	-0.495024	lidar	1.4214	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7865	3.51202	4.9768	1.14938	-0.491329	radar	2.11231	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.682	3.70299	4.90461	1.11959	-0.49837	lidar	0.320368	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5656	3.90841	4.88625	1.08728	-0.512245	radar	1.14878	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5018	4.07308	4.75021	1.07082	-0.504394	lidar	3.70003	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3795	4.27051	4.73899	1.04028	-0.513578	radar	0.583896	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2169	4.49883	4.81949	1.00613	-0.521586	lidar	2.11963	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0675	4.69228	4.78427	0.98319	-0.497761	radar	8.97918	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.95	4.88477	4.76086	0.96283	-0.49313	lidar	0.397384	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7942	5.07377	4.76354	0.932385	-0.497713	radar	2.32104	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6229	5.29878	4.85592	0.907543	-0.49548	lidar	0.986812	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4502	5.47776	4.89391	0.862194	-0.539918	radar	0.855922	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2618	5.65089	4.90064	0.824216	-0.552298	lidar	1.20851	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.80914	4.88413	0.786738	-0.575367	radar	3.10955	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.923	5.96769	4.86267	0.754547	-0.579903	lidar	0.0406494	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7827	6.14826	4.73066	0.76665	-0.485454	radar	4.69723	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6177	6.30221	4.70898	0.74169	-0.486921	lidar	0.0570814	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4709	6.46958	4.65237	0.737448	-0.447237	radar	1.59178	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2381	6.71772	4.87848	0.731067	-0.422138	lidar	4.43775	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0436	6.85551	4.83796	0.702998	-0.423791	radar	5.50349	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8281	7.0356	4.91672	0.683251	-0.420115	lidar	0.974428	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6147	7.1712	4.94338	0.644603	-0.451893	radar	1.62107	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4321	7.31202	4.91351	0.623798	-0.450591	lidar	0.312722	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1987	7.44543	5.03176	0.573843	-0.513165	radar	2.43416	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0164	7.6071	5.03176	0.564848	-0.49394	lidar	2.10257	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8316	7.78337	4.97617	0.577607	-0.421983	radar	5.67913	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6253	7.92347	4.98089	0.559527	-0.418341	lidar	0.0413028	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4356	8.05636	4.93134	0.548261	-0.400091	radar	1.59724	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2205	8.07296	4.78315	0.485185	-0.454047	lidar	4.5864	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0312	8.2223	4.69256	0.500017	-0.376835	radar	5.71534	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8547	8.37809	4.70765	0.504508	-0.348855	lidar	3.0275	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.609	8.49303	4.83791	0.469153	-0.390576	radar	4.803	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3535	8.64177	4.95033	0.460223	-0.37518	lidar	1.35092	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1565	8.77191	4.86316	0.468725	-0.318404	radar	1.51621	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.963	8.86752	4.8104	0.451161	-0.321624	lidar	0.553549	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7665	8.98092	4.73508	0.45258	-0.283526	radar	0.958522	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5489	9.04964	4.70134	0.423689	-0.301625	lidar	0.617557	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3044	9.16079	4.8063	0.404712	-0.316105	radar	4.72306	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0108	9.2631	4.93367	0.383116	-0.320102	lidar	6.16971	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7949	9.3442	4.91392	0.36248	-0.330328	radar	1.68387	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5348	9.45291	4.9894	0.352375	-0.320963	lidar	0.719337	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2661	9.48561	5.08705	0.293074	-0.401835	radar	5.58711	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.96	9.6307	5.26958	0.298598	-0.366986	lidar	2.76209	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.711	9.73281	5.21038	0.305722	-0.311866	radar	2.94185	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4328	9.84233	5.29361	0.301732	-0.296013	lidar	0.594191	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1795	9.92709	5.30828	0.289205	-0.295062	radar	0.37329	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9053	10.0503	5.3904	0.293884	-0.270273	lidar	0.634984	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6448	10.1251	5.39456	0.279182	-0.272167	radar	0.0316439	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4028	10.2217	5.38741	0.27669	-0.259334	lidar	1.08166	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1395	10.2978	5.41624	0.261903	-0.267221	radar	0.43386	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9211	10.2986	5.27672	0.223101	-0.299911	lidar	1.40779	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6726	10.3654	5.24055	0.21753	-0.280126	radar	0.245554	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4704	10.3363	5.07168	0.170979	-0.322653	lidar	2.16856	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1641	10.3714	5.26936	0.135848	-0.369458	radar	7.60347	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9042	10.4222	5.28072	0.124784	-0.360134	lidar	0.197173	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.668	10.4522	5.10812	0.124851	-0.306637	radar	6.54606	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4378	10.4054	5.01212	0.0763385	-0.349949	lidar	2.12935	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1794	10.4275	5.02088	0.062299	-0.342734	radar	0.557049	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8543	10.5991	5.25297	0.116083	-0.24797	lidar	7.76714	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5987	10.6628	5.18194	0.133295	-0.186651	radar	1.73603	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3589	10.6532	5.12403	0.104705	-0.211599	lidar	0.650193	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0952	10.6777	5.15973	0.0905721	-0.220999	radar	0.26342	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8367	10.7766	5.20974	0.11338	-0.178708	lidar	3.86973	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5685	10.8302	5.22581	0.118887	-0.154954	radar	1.25592	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.348	10.7844	5.10574	0.0775276	-0.197524	lidar	2.0226	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0929	10.8194	5.08098	0.0806792	-0.171227	radar	0.450717	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8447	10.8871	5.10033	0.0928967	-0.145797	lidar	2.02003	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5645	10.9091	5.16011	0.0840174	-0.149788	radar	2.7298	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3425	10.9188	5.08665	0.0709207	-0.157664	lidar	0.744796	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0759	10.8509	5.24684	-0.00705056	-0.300955	radar	9.18092	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7765	10.8249	5.30794	-0.0305648	-0.309962	lidar	2.71007	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5217	10.8228	5.26764	-0.0394553	-0.295727	radar	0.28666	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2923	10.8122	5.20361	-0.05534	-0.298536	lidar	1.019	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0491	10.866	5.03501	-0.0162877	-0.188169	radar	6.56518	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78378	10.9189	5.0854	0.000255511	-0.155332	lidar	2.06678	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56335	10.8913	5.00471	-0.0205785	-0.171532	radar	3.85234	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29765	10.9226	5.05052	-0.0121586	-0.150214	lidar	0.741663	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.0588	10.8977	4.99811	-0.0263082	-0.15298	radar	2.51201	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78735	10.9352	5.05885	-0.0134146	-0.127404	lidar	1.08272	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55657	10.8859	4.99756	-0.0407246	-0.153507	radar	6.33064	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41123	10.797	4.7595	-0.088568	-0.204744	lidar	4.25884	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16538	10.8056	4.74548	-0.0780922	-0.167375	radar	1.48847	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79862	10.8709	5.03235	-0.0392869	-0.105211	lidar	6.30712	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53566	10.872	5.01824	-0.0289867	-0.0695468	radar	1.91972	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25383	10.8646	5.08174	-0.0300424	-0.0658144	lidar	0.667598	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02009	10.896	4.98779	-0.00134423	0.000515438	radar	3.12204	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
