time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57597	18.839	4.92659	3.80253	0.480884	radar	1.55516	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40538	18.707	4.87274	3.82596	0.481829	lidar	1.07333	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23459	18.5638	4.77848	3.84446	0.464675	radar	1.19311	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12326	18.4101	4.65966	3.88942	0.495523	lidar	1.52266	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.93075	18.2366	4.86588	3.92515	0.533843	radar	7.17873	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65041	18.0948	5.01474	3.90237	0.466705	lidar	2.89617	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49556	17.946	4.86572	3.91663	0.440846	radar	3.51218	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25461	17.7791	4.97085	3.91178	0.404005	lidar	1.17419	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06744	17.5947	5.07617	3.94013	0.428618	radar	2.19126	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89397	17.4767	5.00934	3.94215	0.406496	lidar	6.19519	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74734	17.2594	5.10509	3.9942	0.464695	radar	2.70814	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57091	17.0702	5.11715	4.01207	0.457733	lidar	0.0337647	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41086	16.907	4.94814	4.01428	0.411906	radar	2.34357	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24953	16.7356	4.93361	4.02781	0.403574	lidar	0.508648	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07313	16.5399	4.90417	4.03388	0.374093	radar	4.76042	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91764	16.3097	4.95244	4.06165	0.384064	lidar	2.2432	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7658	16.1343	4.86934	4.06762	0.358149	radar	0.75366	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55384	15.9677	4.92911	4.05008	0.312206	lidar	1.58668	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42268	15.7342	5.05663	4.0947	0.366957	radar	2.24369	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24637	15.5139	5.11664	4.10313	0.353019	lidar	0.637328	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08617	15.3219	5.08241	4.10639	0.329616	radar	0.940177	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.864831	15.1005	5.20224	4.09246	0.288429	lidar	1.82614	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.720467	14.9224	5.07637	4.09272	0.257992	radar	2.43938	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.634075	14.7108	5.00131	4.13195	0.292614	lidar	0.750335	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.517467	14.4675	5.10723	4.17073	0.336686	radar	1.93764	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.339231	14.2428	5.17734	4.16792	0.310299	lidar	0.592142	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.203731	13.9876	5.3482	4.20075	0.350737	radar	2.40387	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.216578	13.7396	5.18871	4.28312	0.436746	lidar	4.30836	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.107162	13.496	5.25974	4.30805	0.446814	radar	0.607966	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0662652	13.26	5.3318	4.29634	0.400818	lidar	1.12083	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.184737	13.0448	5.20429	4.29789	0.364631	radar	1.43834	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.165085	12.8245	5.04996	4.36935	0.438097	lidar	3.71522	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.278533	12.6008	4.95184	4.36874	0.397786	radar	3.17942	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402125	12.3669	4.99205	4.36847	0.370198	lidar	0.386529	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.522173	12.1597	4.93635	4.36126	0.331161	radar	3.51061	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.596922	11.9452	4.9032	4.37931	0.334004	lidar	0.474096	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.722844	11.716	4.91971	4.37062	0.297205	radar	2.69793	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.935243	11.4691	5.05592	4.32213	0.210769	lidar	4.14654	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03468	11.2456	4.95105	4.32038	0.18137	radar	2.2208	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22082	11.0184	5.03615	4.28371	0.1206	lidar	2.05049	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30019	10.7696	5.14639	4.31595	0.171755	radar	1.72726	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.43431	10.5129	5.2127	4.30991	0.151943	lidar	0.738694	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52944	10.2463	5.31441	4.33109	0.179809	radar	1.30073	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61924	10.0381	5.24711	4.33906	0.179804	lidar	2.10359	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70663	9.80989	5.18178	4.34618	0.172653	radar	0.586888	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77266	9.59341	5.11534	4.36392	0.185528	lidar	0.887235	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89333	9.33624	5.23826	4.36471	0.183066	radar	2.392	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97701	9.03918	5.31271	4.3819	0.191864	lidar	3.89687	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05898	8.81994	5.19287	4.3824	0.169653	radar	1.979	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15471	8.56772	5.21633	4.38573	0.162561	lidar	0.0734303	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29252	8.30851	5.28905	4.36865	0.127766	radar	2.52469	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32565	8.08166	5.1966	4.39877	0.160069	lidar	1.06939	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37785	7.87473	5.08603	4.41354	0.167382	radar	5.51894	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4977	7.62076	5.15163	4.40143	0.139816	lidar	0.660658	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66533	7.38346	5.13671	4.35339	0.0476022	radar	5.07788	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77184	7.12773	5.17988	4.34954	0.0388278	lidar	0.276259	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82547	6.89567	5.17115	4.37662	0.0853795	radar	1.8882	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85388	6.6981	5.02859	4.40229	0.114396	lidar	2.42575	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90313	6.48568	4.87364	4.40664	0.0950237	radar	3.40698	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95741	6.25297	4.85323	4.42	0.106112	lidar	0.205808	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08327	5.99951	4.97758	4.40436	0.0837053	radar	3.86915	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17533	5.71877	5.07334	4.40424	0.076441	lidar	1.93451	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28708	5.47035	5.06184	4.37978	0.0192656	radar	2.11866	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39102	5.20449	5.13554	4.37329	0.00891577	lidar	0.664209	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45549	4.95924	5.14595	4.39079	0.0423865	radar	0.327701	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.582	4.67003	5.28711	4.37716	0.0220748	lidar	2.06001	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69324	4.41468	5.28341	4.35481	-0.0299631	radar	1.95287	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83716	4.13366	5.41587	4.33556	-0.0511775	lidar	2.05491	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90988	3.89633	5.37907	4.35467	-0.00396957	radar	1.50392	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97615	3.67153	5.28712	4.3621	0.00397715	lidar	0.907353	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06924	3.47642	5.15991	4.34566	-0.0344013	radar	4.07241	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16058	3.23281	5.16445	4.34479	-0.0334086	lidar	0.0139504	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27866	2.97362	5.22733	4.32856	-0.0640073	radar	0.63913	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37283	2.69391	5.30346	4.3317	-0.0555703	lidar	1.26938	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45675	2.44602	5.29076	4.34057	-0.0307016	radar	0.263464	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56473	2.17508	5.36109	4.33901	-0.0287345	lidar	0.52378	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67227	1.94802	5.32819	4.31127	-0.0974679	radar	3.90231	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79311	1.66483	5.43575	4.30813	-0.0913963	lidar	1.28366	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91594	1.4139	5.4661	4.29228	-0.11654	radar	0.271445	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97132	1.1927	5.33563	4.2973	-0.11062	lidar	5.36594	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0621	0.98776	5.21532	4.29445	-0.101639	radar	1.20786	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11991	0.765372	5.12661	4.29963	-0.0946514	lidar	3.89328	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21819	0.454987	5.31015	4.30895	-0.0790594	radar	5.43784	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29181	0.219409	5.2599	4.31189	-0.0735283	lidar	1.57445	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.4005	-0.0100568	5.19721	4.31539	-0.0437192	radar	5.83847	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46958	-0.243831	5.15588	4.32101	-0.0364091	lidar	1.56917	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58942	-0.410425	5.03941	4.28856	-0.0912749	radar	3.3924	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72433	-0.58548	4.95017	4.2596	-0.127029	lidar	2.12479	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84097	-0.819563	5.07268	4.23709	-0.175695	radar	5.43084	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93791	-1.10322	5.17746	4.25188	-0.139221	lidar	1.8582	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02622	-1.38181	5.25051	4.26824	-0.103983	radar	2.96764	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16601	-1.58612	5.20589	4.24447	-0.130963	lidar	1.00368	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31042	-1.83138	5.37335	4.21569	-0.187714	radar	3.30049	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41872	-2.089	5.40171	4.22013	-0.167693	lidar	0.495391	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56938	-2.28521	5.30111	4.19569	-0.184819	radar	3.24971	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72115	-2.49222	5.27271	4.17233	-0.205329	lidar	0.43548	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87742	-2.70274	5.26572	4.14987	-0.223589	radar	1.01015	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96807	-2.98373	5.33523	4.17564	-0.169809	lidar	2.54649	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09573	-3.20575	5.26674	4.17298	-0.154561	radar	0.3764	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22082	-3.39298	5.192	4.156	-0.170507	lidar	1.44104	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36611	-3.64735	5.25149	4.15722	-0.153435	radar	4.42006	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52793	-3.76759	5.09484	4.10666	-0.218629	lidar	4.68628	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.6737	-3.97583	5.12624	4.09347	-0.225406	radar	0.475073	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82639	-4.21079	5.17317	4.09058	-0.212105	lidar	0.579939	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97748	-4.4299	5.17816	4.08427	-0.20445	radar	0.414447	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13737	-4.67547	5.24236	4.08469	-0.187597	lidar	1.2393	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27578	-4.87336	5.08354	4.08407	-0.16395	radar	2.20846	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40441	-5.09326	5.08895	4.08888	-0.145759	lidar	0.291286	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55325	-5.24921	4.93955	4.068	-0.159895	radar	3.21784	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74121	-5.4481	4.97661	4.04656	-0.177467	lidar	1.86303	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90221	-5.64312	4.98092	4.03537	-0.180357	radar	0.250905	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05621	-5.82892	4.96801	4.02455	-0.183154	lidar	0.0637105	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19708	-5.9753	4.82471	4.00795	-0.19092	radar	5.26069	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37346	-6.06728	4.71429	3.95717	-0.249885	lidar	3.75312	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55246	-6.24931	4.77971	3.942	-0.254432	radar	1.18683	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68641	-6.46766	4.81135	3.96008	-0.211684	lidar	0.826896	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91466	-6.62649	4.95317	3.91686	-0.260642	radar	7.17251	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1182	-6.79639	4.97751	3.89358	-0.27406	lidar	0.685827	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3059	-6.95607	5.01082	3.87372	-0.283999	radar	0.827759	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5368	-7.14567	5.08808	3.85352	-0.290534	lidar	3.78594	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7458	-7.28233	5.08315	3.82185	-0.314596	radar	1.66631	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9941	-7.45117	5.15347	3.7934	-0.330414	lidar	3.49473	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1831	-7.58551	5.05175	3.7742	-0.334075	radar	1.35722	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3262	-7.74622	4.99093	3.78338	-0.300186	lidar	3.21129	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5226	-7.86871	4.93992	3.75909	-0.31311	radar	1.6693	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6989	-7.97288	4.86993	3.73589	-0.3245	lidar	2.77827	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8908	-8.08152	4.73538	3.71116	-0.336497	radar	1.20381	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1026	-8.17129	4.71696	3.67494	-0.362869	lidar	0.439168	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3356	-8.30012	4.92243	3.65529	-0.362326	radar	2.92297	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5379	-8.38324	4.87445	3.62498	-0.379416	lidar	1.52103	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7423	-8.46507	4.74122	3.59393	-0.398351	radar	1.41843	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0225	-8.55727	4.83004	3.55089	-0.428055	lidar	4.31422	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.278	-8.65497	4.9543	3.52487	-0.430851	radar	2.73469	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4977	-8.70468	4.91231	3.48716	-0.453102	lidar	1.59482	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.711	-8.74049	4.74225	3.44233	-0.489525	radar	3.28712	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9322	-8.85995	4.76097	3.44448	-0.453754	lidar	1.25544	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1929	-8.94817	4.96705	3.43109	-0.432581	radar	2.89112	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4134	-9.07097	4.96215	3.44026	-0.391682	lidar	0.885046	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6411	-9.14154	4.90164	3.4207	-0.394326	radar	0.376206	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9329	-9.13564	4.96691	3.3544	-0.455568	lidar	1.7247	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1951	-9.2066	5.0085	3.33863	-0.445772	radar	4.52789	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4582	-9.3329	5.05917	3.3527	-0.39743	lidar	5.40853	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6967	-9.36276	4.92295	3.31722	-0.427353	radar	2.04798	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.951	-9.45288	4.9532	3.31852	-0.397342	lidar	2.14697	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2003	-9.46278	4.90284	3.27875	-0.428365	radar	2.11554	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4506	-9.45445	4.91069	3.23683	-0.455296	lidar	0.485133	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6622	-9.4592	4.81799	3.20813	-0.467091	radar	4.9108	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9495	-9.43864	4.89913	3.16172	-0.496956	lidar	1.54987	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2022	-9.50196	4.97487	3.17304	-0.441226	radar	8.0248	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4634	-9.52079	4.99667	3.15649	-0.434023	lidar	0.505663	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7202	-9.5106	4.96299	3.12408	-0.454116	radar	1.66087	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9758	-9.47574	4.98204	3.08698	-0.472791	lidar	0.187193	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2173	-9.43986	4.92585	3.04911	-0.498619	radar	0.561142	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.408	-9.49621	4.80739	3.06882	-0.441005	lidar	2.07793	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6435	-9.48751	4.85685	3.05881	-0.416914	radar	1.76506	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8941	-9.47593	4.8697	3.04306	-0.410355	lidar	0.276566	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1233	-9.4399	4.88754	3.02228	-0.405115	radar	3.88788	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3777	-9.30809	4.9497	2.95187	-0.469917	lidar	3.11564	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6098	-9.23188	4.8902	2.90821	-0.506327	radar	1.08466	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8679	-9.09887	4.96673	2.84661	-0.552792	lidar	1.25092	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1091	-8.99172	5.00669	2.80536	-0.567545	radar	4.87102	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2584	-9.15569	4.68423	2.89529	-0.418649	lidar	14.3368	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4964	-9.11931	4.72375	2.89014	-0.392423	radar	1.59075	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7225	-9.01386	4.75218	2.84919	-0.419521	lidar	0.805901	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9653	-8.9339	4.77144	2.8222	-0.430741	radar	2.56646	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1594	-8.86648	4.70998	2.80419	-0.425947	lidar	1.06604	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3921	-8.78186	4.70972	2.77791	-0.437799	radar	1.98587	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5791	-8.7636	4.5987	2.78668	-0.398547	lidar	1.21477	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7649	-8.63152	4.48411	2.72494	-0.474894	radar	6.1286	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9681	-8.54871	4.47442	2.70623	-0.468516	lidar	0.0377536	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1781	-8.44616	4.54654	2.68974	-0.446786	radar	2.22477	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4166	-8.33477	4.61528	2.66627	-0.448624	lidar	1.51439	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6046	-8.22612	4.56565	2.63725	-0.463398	radar	0.760317	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8612	-7.95054	4.83531	2.545	-0.549986	lidar	6.46938	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0516	-7.79951	4.77291	2.4942	-0.603445	radar	3.26178	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2854	-7.60979	4.89811	2.45195	-0.618046	lidar	2.20887	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4886	-7.46742	4.9608	2.44798	-0.559301	radar	1.93503	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6504	-7.33176	4.88606	2.42596	-0.552499	lidar	0.731783	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8446	-7.16564	4.92994	2.40495	-0.535592	radar	0.902948	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9971	-7.09296	4.75111	2.40984	-0.498478	lidar	2.20575	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
